#Position (bp)	mapping quality
8.079875215E8	0.0
8.157194595E8	55.38461538461539
8.234513975E8	60.0
8.311833355E8	50.64835164835165
8.389152735E8	60.0
8.466472115E8	60.0
8.543791495E8	43.5
8.621110875E8	50.5
8.698430255E8	60.0
8.7668453E8	60.0
8.80550499E8	60.0
8.853069015E8	48.5
8.930388395E8	0.0
9.007707775E8	47.0
9.085027155E8	0.0
9.162346535E8	0.0
9.239665915E8	60.0
9.316985295E8	42.42696629213483
9.394304675E8	60.0
9.471624055E8	59.54545454545455
9.548943435E8	57.535714285714285
9.626262815E8	60.0
9.703582195E8	60.0
9.780901575E8	60.0
9.858220955E8	60.0
9.935540335E8	60.0
1.0012859715E9	60.0
1.0090179095E9	60.0
1.0167498475E9	47.038167938931295
1.0244817855E9	60.0
1.0322137235E9	60.0
1.0399456615E9	49.0
1.0476775995E9	52.166666666666664
1.0554095375E9	39.5
1.0602369155E9	0.0
1.0641028845E9	58.983050847457626
1.0708734135E9	58.644067796610166
1.0786053515E9	60.0
1.0863372895E9	60.0
1.0940692275E9	60.0
1.1018011655E9	14.0
1.1095331035E9	60.0
1.1172650415E9	60.0
1.1249969795E9	0.0
1.1327289175E9	60.0
1.1404608555E9	60.0
1.1481927935E9	60.0
1.1559247315E9	60.0
1.1636566695E9	60.0
1.1713886075E9	46.0
1.1791205455E9	0.0
1.1868524835E9	0.0
1.1945844215E9	60.0
1.2023163595E9	60.0
1.2100482975E9	60.0
1.2177802355E9	60.0
1.2255121735E9	60.0
1.230691223E9	60.0
1.234557192E9	60.0
1.2409760495E9	60.0
1.2487079875E9	60.0
1.2564399255E9	60.0
1.2641718635E9	60.0
1.2719038015E9	60.0
1.2796357395E9	60.0
1.2873676775E9	53.84615384615385
1.2950996155E9	42.5
1.3028315535E9	60.0
1.3105634915E9	43.5
1.3182954295E9	60.0
1.3260273675E9	60.0
1.3337593055E9	60.0
1.3414912435E9	0.0
1.3492231815E9	60.0
1.3569551195E9	52.333333333333336
1.3646870575E9	60.0
1.3724189955E9	60.0
1.3801509335E9	60.0
1.3876835895E9	60.0
1.3915495585E9	0.0
1.3956148095E9	0.0
1.4033467475E9	41.5
1.4110786855E9	50.666666666666664
1.4188106235E9	45.0
1.4265425615E9	52.08058608058608
1.4342744995E9	60.0
1.4420064375E9	60.0
1.4497383755E9	60.0
1.4574703135E9	60.0
1.4652022515E9	60.0
1.4729341895E9	60.0
1.4806661275E9	54.0
1.4883980655E9	60.0
1.4961300035E9	60.0
1.5038619415E9	0.0
1.5115938795E9	60.0
1.5193258175E9	58.62595419847328
1.5270577555E9	60.0
1.5337063185E9	60.0
1.5375722875E9	0.0
1.5425216315E9	60.0
1.5502535695E9	0.0
1.5579855075E9	57.0
1.5657174455E9	60.0
1.5734493835E9	60.0
1.5811813215E9	0.0
1.5889132595E9	0.0
1.5966451975E9	0.0
1.6043771355E9	60.0
1.6121090735E9	60.0
1.6198410115E9	0.0
1.6275729495E9	0.0
1.6353048875E9	60.0
1.6430368255E9	60.0
1.6507687635E9	60.0
1.6585007015E9	50.333333333333336
1.6662326395E9	60.0
1.672491119E9	60.0
1.676357088E9	0.0
1.6816965155E9	60.0
1.6894284535E9	46.33587786259542
1.6971603915E9	60.0
1.7048923295E9	60.0
1.7126242675E9	0.0
1.7203562055E9	51.48571428571429
1.7280881435E9	54.6
1.7358200815E9	60.0
1.7435520195E9	60.0
1.7512839575E9	60.0
1.7590158955E9	60.0
1.7667478335E9	60.0
1.7744797715E9	60.0
1.7822117095E9	0.0
1.7899436475E9	60.0
1.7976755855E9	60.0
1.805111303E9	60.0
1.808977272E9	0.0
1.8131394615E9	60.0
1.8208713995E9	60.0
1.8286033375E9	49.5
1.8363352755E9	0.0
1.8440672135E9	60.0
1.8517991515E9	60.0
1.8595310895E9	0.0
1.8672630275E9	60.0
1.8749949655E9	60.0
1.8827269035E9	60.0
1.8904588415E9	60.0
1.8981907795E9	40.714285714285715
1.9059227175E9	60.0
1.9136546555E9	47.333333333333336
1.9213865935E9	0.0
1.9291185315E9	45.0
1.9368504695E9	58.0817843866171
1.942242056E9	60.0
1.946108025E9	60.0
1.9523143455E9	0.0
1.9600462835E9	60.0
1.9677782215E9	60.0
1.9755101595E9	60.0
1.9832420975E9	0.0
1.9909740355E9	52.0
1.9987059735E9	41.5
2.0064379115E9	60.0
2.0141698495E9	0.0
2.0219017875E9	53.833333333333336
2.0296337255E9	59.53846153846154
2.0373656635E9	47.666666666666664
2.0450976015E9	59.325842696629216
2.0528295395E9	60.0
2.0605614775E9	60.0
2.0682934155E9	55.81818181818182
2.0746011835E9	60.0
2.0784671525E9	0.0
2.0837572915E9	0.0
2.0914892295E9	0.0
2.0992211675E9	60.0
2.1069531055E9	60.0
2.1146850435E9	60.0
2.1224169815E9	55.38461538461539
2.1301489195E9	60.0
2.1378808575E9	53.84615384615385
2.1456127955E9	14.0
2.1533447335E9	60.0
2.1610766715E9	0.0
2.1688086095E9	60.0
2.1765405475E9	60.0
2.1842724855E9	60.0
2.1897728825E9	0.0
2.1936388515E9	0.0
2.1997363615E9	0.0
2.2074682995E9	0.0
2.2152002375E9	0.0
2.2229321755E9	29.44776119402985
2.2306641135E9	0.0
2.2383960515E9	60.0
2.2461279895E9	60.0
2.2538599275E9	60.0
2.2615918655E9	60.0
2.2693238035E9	60.0
2.2770557415E9	60.0
2.2847876795E9	59.74025974025974
2.2925196175E9	60.0
2.2974183075E9	60.0
2.3012842765E9	0.0
2.3079834935E9	0.0
2.3157154315E9	0.0
2.3234473695E9	60.0
2.3311793075E9	48.0
2.3389112455E9	48.333333333333336
2.3466431835E9	60.0
2.3543751215E9	46.0
2.3621070595E9	60.0
2.3698389975E9	60.0
2.3775709355E9	60.0
2.3853028735E9	60.0
2.3930348115E9	60.0
2.398671499E9	60.0
2.402537468E9	60.0
2.4084986875E9	60.0
2.4162306255E9	60.0
2.4239625635E9	60.0
2.4316945015E9	27.0
2.4394264395E9	0.0
2.4471583775E9	27.0
2.4548903155E9	60.0
2.4626222535E9	60.0
2.4703541915E9	49.07834101382488
2.4780861295E9	60.0
2.4858180675E9	60.0
2.4902322995E9	0.0
2.4940982685E9	0.0
2.5012819435E9	60.0
2.5090138815E9	0.0
2.5167458195E9	60.0
2.5244777575E9	51.0
2.5322096955E9	14.0
2.5399416335E9	50.03333333333333
2.5476735715E9	60.0
2.5554055095E9	60.0
2.5631374475E9	60.0
2.57052071E9	60.0
2.574386679E9	0.0
2.5786013235E9	0.0
2.5863332615E9	0.0
2.5940651995E9	25.0
2.6017971375E9	0.0
2.6095290755E9	60.0
2.6172610135E9	60.0
2.6249929515E9	60.0
2.6327248895E9	0.0
2.6404568275E9	39.0
2.6481887655E9	0.0
2.6532330115E9	60.0
2.6570989805E9	60.0
2.6636526415E9	60.0
2.6713845795E9	60.0
2.6791165175E9	0.0
2.6868484555E9	59.464285714285715
2.6945803935E9	60.0
2.7023123315E9	49.0
2.7096036025E9	60.0
2.7134695715E9	0.0
2.7177762075E9	60.0
2.7255081455E9	60.0
2.7332400835E9	60.0
2.7409720215E9	60.0
2.7487039595E9	60.0
2.7564358975E9	60.0
2.7641678355E9	37.0
2.7718997735E9	60.0
2.776619407E9	60.0
2.780485376E9	0.0
2.7873636495E9	27.0
2.7950955875E9	60.0
2.8028275255E9	60.0
2.8105594635E9	60.0
2.8182914015E9	60.0
2.8231702125E9	60.0
2.8270361815E9	0.0
2.8337552775E9	0.0
2.8414872155E9	46.8062015503876
2.8492191535E9	60.0
2.8569510915E9	60.0
2.8646830295E9	60.0
2.8717752605E9	60.0
2.8756412295E9	0.0
2.8801469055E9	60.0
2.8878788435E9	52.2
2.8956107815E9	0.0
2.9033427195E9	60.0
2.9110746575E9	60.0
2.9188065955E9	60.0
2.9265385335E9	60.0
2.9342704715E9	37.0
2.9420024095E9	0.0
2.9497343475E9	0.0
2.9574662855E9	55.0
2.9651982235E9	0.0
2.9729301615E9	0.0
2.9806620995E9	0.0
2.9883940375E9	0.0
2.9961259755E9	60.0
3.0038579135E9	0.0
3.0115898515E9	0.0
3.0193217895E9	60.0
3.0270537275E9	60.0
3.030981057E9	0.0
3.034847026E9	0.0
3.0425176035E9	10.0
3.0502495415E9	0.0
3.0579814795E9	0.0
3.0657134175E9	0.0
3.0734453555E9	0.0
3.0811772935E9	0.0
3.0866565475E9	0.0
3.088278117E9	60.0
3.0883778495E9	0.0
3.088551417E9	0.0
3.0887023955E9	0.0
3.0888595585E9	0.0
3.089028436E9	0.0
3.0891986085E9	0.0
3.0893691085E9	0.0
3.089539856E9	27.0
3.0896372065E9	0.0
3.0896458475E9	0.0
3.0896479555E9	0.0
3.089650009E9	0.0
3.0896518275E9	0.0
3.089653164E9	0.0
3.089659964E9	0.0
3.0896666625E9	0.0
3.0896682995E9	0.0
3.0896701595E9	0.0
3.0896897265E9	0.0
3.0897107795E9	0.0
3.0897237255E9	0.0
3.0897349835E9	0.0
3.0897363295E9	0.0
3.089738505E9	0.0
3.0897405385E9	0.0
3.0897417465E9	0.0
3.0897427835E9	0.0
3.089743857E9	0.0
3.0897451315E9	0.0
3.0897465595E9	0.0
3.0897490385E9	0.0
3.089751705E9	0.0
3.089754034E9	0.0
3.0897596215E9	0.0
3.089765184E9	0.0
3.0897674115E9	0.0
3.089768962E9	0.0
3.0897710155E9	0.0
3.0897735325E9	0.0
3.0897752895E9	0.0
3.0897763815E9	0.0
3.089777428E9	0.0
3.0897789155E9	0.0
3.089781988E9	0.0
3.0897849705E9	0.0
3.0897866745E9	0.0
3.0897879985E9	0.0
3.0897893875E9	0.0
3.08979105E9	0.0
3.0897924265E9	0.0
3.0897936835E9	0.0
3.089795526E9	0.0
3.0897974615E9	0.0
3.089798689E9	0.0
3.0897998285E9	0.0
3.0898009675E9	0.0
3.089802024E9	0.0
3.0898035355E9	0.0
3.0898057985E9	0.0
3.089807711E9	0.0
3.089809545E9	0.0
3.089811811E9	0.0
3.089813905E9	0.0
3.089815492E9	0.0
3.089817167E9	0.0
3.08981905E9	0.0
3.089820263E9	0.0
3.0898218235E9	0.0
3.0898238355E9	0.0
3.089825458E9	0.0
3.08987263E9	0.0
3.089975374E9	0.0
3.090227657E9	0.0
3.0904276835E9	0.0
3.0904325665E9	0.0
3.09043407E9	0.0
3.0904366465E9	0.0
3.090440634E9	0.0
3.090445338E9	0.0
3.09044899E9	0.0
3.0904511245E9	0.0
3.090453491E9	0.0
3.090458762E9	0.0
3.09047417E9	0.0
3.090488695E9	0.0
3.0904925255E9	0.0
3.090494802E9	0.0
3.0904975215E9	0.0
3.0905676775E9	0.0
3.0906405615E9	0.0
3.0906472195E9	0.0
3.090651548E9	0.0
3.090653989E9	0.0
3.0906560225E9	0.0
3.090702761E9	0.0
3.090748912E9	0.0
3.0907500095E9	0.0
3.09075141E9	0.0
3.090767726E9	0.0
3.090784019E9	0.0
3.0907883185E9	0.0
3.0907950935E9	0.0
3.0907990455E9	0.0
3.090802002E9	0.0
3.090805743E9	0.0
3.0908103065E9	0.0
3.0908356225E9	0.0
3.090860202E9	0.0
3.0908654425E9	0.0
3.090869861E9	0.0
3.0909500975E9	0.0
3.091122183E9	0.0
3.0913208815E9	0.0
3.0915104465E9	0.0
3.091615628E9	0.0
3.0916698165E9	0.0
3.091802427E9	0.0
3.091948455E9	0.0
3.092074495E9	0.0
3.0922282995E9	0.0
3.0923780955E9	0.0
3.092467339E9	0.0
3.0925126835E9	0.0
3.092564251E9	0.0
3.092602708E9	0.0
3.0926608645E9	0.0
3.092736285E9	0.0
3.092773502E9	0.0
